Combined_Key,Country_Region,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case_Fatality_Ratio
"Tacna, Peru",Peru,4695,58,0,4637.0,1220.754716981132,1.2806359019651137
"Tumbes, Peru",Peru,4855,218,0,4637.0,1910.5367793240562,4.516129032258065
"Ucayali, Peru",Peru,11341,240,0,11101.0,1894.4152096418266,2.150537634408602
"Unknown, Peru",Peru,0,0,341938,-341938.0,-99.0,-99.0
Philippines,Philippines,143749,2404,68997,72348.0,131.1804861213046,1.6723594598918952
Poland,Poland,53676,1830,37611,14235.0,141.82513860886596,3.4093449586407334
Portugal,Portugal,53223,1764,38940,12519.0,521.962629699961,3.3143565751648723
Qatar,Qatar,113938,190,110627,3121.0,3954.7249970496973,0.16675735926556548
Romania,Romania,65177,2807,31048,31322.0,338.79861409498295,4.3067339705724415
"Adygea Republic, Russia",Russia,3035,22,2443,570.0,669.4222896668549,0.7248764415156508
"Altai Krai, Russia",Russia,10273,96,8532,1645.0,437.1340550108932,0.9344884649080112
"Altai Republic, Russia",Russia,1739,7,1460,272.0,797.4759587825537,0.4025301897642323
"Amur Oblast, Russia",Russia,2997,47,2461,489.0,375.36446800196404,1.5682349015682349
"Arkhangelsk Oblast, Russia",Russia,9479,220,8533,726.0,820.6727455957778,2.320919928262476
"Astrakhan Oblast, Russia",Russia,5006,54,4103,849.0,491.9834026853685,1.0787055533359968
"Bashkortostan Republic, Russia",Russia,7162,25,5530,1607.0,176.26097847238682,0.349064507120916
"Belgorod Oblast, Russia",Russia,6509,51,5687,771.0,419.9690813974796,0.7835304962359809
"Bryansk Oblast, Russia",Russia,7707,35,6293,1379.0,636.4256446421168,0.4541326067211626
"Buryatia Republic, Russia",Russia,4475,42,3808,625.0,454.54037588203687,0.9385474860335196
"Chechen Republic, Russia",Russia,2165,35,1435,695.0,150.66309157880306,1.6166281755196306
"Chelyabinsk Oblast, Russia",Russia,12349,98,7829,4422.0,353.5319990976332,0.7935865252247145
"Chukotka Autonomous Okrug, Russia",Russia,162,1,151,10.0,328.2807813893167,0.6172839506172839
"Chuvashia Republic, Russia",Russia,7144,65,4573,2506.0,580.2860329278209,0.9098544232922732
"Dagestan Republic, Russia",Russia,9812,461,8819,532.0,320.24700665984534,4.698328577252344
"Ingushetia Republic, Russia",Russia,3933,75,3335,523.0,805.8716137717372,1.9069412662090008
"Irkutsk Oblast, Russia",Russia,14986,214,10761,4011.0,623.3271427650419,1.427999466168424
"Ivanovo Oblast, Russia",Russia,6756,108,5426,1222.0,665.8479903335742,1.5985790408525755
"Jewish Autonomous Okrug, Russia",Russia,568,8,505,55.0,350.5869863098252,1.4084507042253518
"Kabardino-Balkarian Republic, Russia",Russia,6158,75,5754,329.0,711.2267101549037,1.2179278986683988
"Kaliningrad Oblast, Russia",Russia,3054,53,2426,575.0,307.0584225401393,1.7354289456450556
"Kalmykia Republic, Russia",Russia,3121,42,2222,857.0,1133.2072197027735,1.3457225248317848
"Kaluga Oblast, Russia",Russia,7516,58,6247,1211.0,742.6466519639232,0.7716870675891432
"Kamchatka Krai, Russia",Russia,3553,42,3062,449.0,1125.9455502492415,1.182099634112018
"Karachay-Cherkess Republic, Russia",Russia,4575,25,3534,1016.0,981.117508926561,0.5464480874316939
"Karelia Republic, Russia",Russia,2602,13,1681,908.0,418.0027117162851,0.4996156802459646
"Kemerovo Oblast, Russia",Russia,4638,19,3258,1361.0,172.10432980800235,0.40965933592065545
"Khabarovsk Krai, Russia",Russia,8723,75,6348,2300.0,656.7030690309884,0.8597959417631549
"Khakassia Republic, Russia",Russia,3071,37,2751,283.0,571.3350188739621,1.2048192771084338
"Khanty-Mansi Autonomous Okrug, Russia",Russia,18111,143,15584,2384.0,1181.9926734858634,0.7895753961680747
"Kirov Oblast, Russia",Russia,5408,82,4572,754.0,421.4339039211744,1.5162721893491125
"Komi Republic, Russia",Russia,5923,71,4764,1088.0,704.3869882847945,1.1987168664528112
"Kostroma Oblast, Russia",Russia,2695,30,1926,739.0,418.9179946652076,1.1131725417439704
"Krasnodar Krai, Russia",Russia,9552,134,8228,1190.0,170.46732174279282,1.4028475711892798
"Krasnoyarsk Krai, Russia",Russia,14691,376,12281,2034.0,510.7253718672399,2.5593901027840174
"Kurgan Oblast, Russia",Russia,2541,11,2156,374.0,300.51907840815954,0.4329004329004329
"Kursk Oblast, Russia",Russia,6548,51,5335,1162.0,587.1397738776601,0.7788637751985339
"Leningrad Oblast, Russia",Russia,6262,62,4672,1528.0,345.2389878576438,0.99009900990099
"Lipetsk Oblast, Russia",Russia,4750,23,3963,764.0,412.9712980600782,0.4842105263157895
"Magadan Oblast, Russia",Russia,1576,15,1167,394.0,1093.7532531525217,0.9517766497461928
"Mari El Republic, Russia",Russia,3947,36,3461,450.0,578.4565600667123,0.9120851279452749
"Mordovia Republic, Russia",Russia,4857,38,3737,1082.0,603.3120677319341,0.7823759522338892
"Moscow, Russia",Russia,249611,4611,192686,52314.0,1995.8552646518585,1.8472743589024525
"Moscow Oblast, Russia",Russia,65324,1132,48916,15276.0,870.5937386926033,1.7329006184556976
"Murmansk Oblast, Russia",Russia,11589,104,8320,3165.0,1537.9062234177375,0.8974027094658729
"Nenets Autonomous Okrug, Russia",Russia,289,0,96,193.0,656.8629679296316,0.0
"Nizhny Novgorod Oblast, Russia",Russia,25252,418,21955,2879.0,780.6471717151732,1.6553144305401553
"North Ossetia - Alania Republic, Russia",Russia,4642,67,4235,340.0,661.4749951906978,1.4433433864713483
"Novgorod Oblast, Russia",Russia,3950,72,2808,1070.0,651.3035965149487,1.8227848101265824
"Novosibirsk Oblast, Russia",Russia,10398,297,8770,1331.0,372.8419860666533,2.8563185227928454
"Omsk Oblast, Russia",Russia,8067,101,5724,2242.0,411.5646241150238,1.252014379571092
"Orel Oblast, Russia",Russia,6170,96,4735,1339.0,825.6975270559801,1.5559157212317667
"Orenburg Oblast, Russia",Russia,8169,58,6542,1569.0,413.0513925125903,0.7100012241400416
"Penza Oblast, Russia",Russia,7101,92,6439,570.0,533.2462236840623,1.2955921701168849
"Perm Krai, Russia",Russia,6705,179,4768,1758.0,255.61144315819087,2.6696495152871003
"Primorsky Krai, Russia",Russia,7981,95,6299,1587.0,417.1900491208482,1.190327026688385
"Pskov Oblast, Russia",Russia,4001,58,2854,1089.0,628.5484474020733,1.449637590602349
"Rostov Oblast, Russia",Russia,14488,271,11880,2337.0,343.28076708371515,1.8705135284373275
"Ryazan Oblast, Russia",Russia,6625,34,5960,631.0,590.740400579951,0.5132075471698113
"Saint Petersburg, Russia",Russia,33365,2188,24258,6919.0,623.4193800933682,6.557770118387531
"Sakha (Yakutiya) Republic, Russia",Russia,6469,66,5567,836.0,670.8284508415169,1.0202504251043438
"Sakhalin Oblast, Russia",Russia,3326,0,1720,1606.0,678.524871425045,0.0
"Samara Oblast, Russia",Russia,7372,111,5582,1679.0,230.84288968202424,1.5056972327726532
"Saratov Oblast, Russia",Russia,10538,64,6521,3953.0,427.8608985160072,0.6073258682862023
"Smolensk Oblast, Russia",Russia,5864,114,4634,1116.0,617.6870862950151,1.9440654843110503
"Stavropol Krai, Russia",Russia,9594,183,6582,2829.0,342.5603979613478,1.9074421513445905
"Sverdlovsk Oblast, Russia",Russia,22781,351,18725,3705.0,526.697148099442,1.5407576489179582
"Tambov Oblast, Russia",Russia,6311,43,5238,1030.0,610.6127219530317,0.6813500237680241
"Tatarstan Republic, Russia",Russia,5959,28,4820,1111.0,153.0191429284562,0.4698774962241986
"Tomsk Oblast, Russia",Russia,4792,48,3363,1381.0,444.4114701190786,1.001669449081803
"Tula Oblast, Russia",Russia,8698,284,7364,1050.0,583.0325333226083,3.2651184180271327
"Tver Oblast, Russia",Russia,4931,161,3949,821.0,384.07225636803634,3.265057797606976
"Tyumen Oblast, Russia",Russia,6790,28,6242,520.0,183.891236052432,0.4123711340206185
"Tyva Republic, Russia",Russia,6396,60,5412,924.0,1988.051796271315,0.9380863039399624
"Udmurt Republic, Russia",Russia,2654,34,2207,413.0,175.40798549149926,1.2810851544837978
"Ulyanovsk Oblast, Russia",Russia,10346,73,7384,2889.0,829.9254462874754,0.7055867001739803
"Vladimir Oblast, Russia",Russia,5856,172,5237,447.0,424.8598129485025,2.9371584699453552
"Volgograd Oblast, Russia",Russia,10281,75,6578,3628.0,407.76971660381486,0.7295010213014298
"Vologda Oblast, Russia",Russia,2743,29,2320,394.0,233.11172280866055,1.057236602260299
"Voronezh Oblast, Russia",Russia,12278,96,10394,1788.0,526.1019947141275,0.7818863007004399
"Yamalo-Nenets Autonomous Okrug, Russia",Russia,12168,82,11231,855.0,2259.412827478381,0.6738987508218277
